AAD_AUSDRUCKDETAIL;BIL.AAD_AUSDRUCKDETAIL
AST_VKEINSTANDSWERT3;AST_VKEINSTANDSWERT3
AST_VKEINSTANDSWERT4;AST_VKEINSTANDSWERT4
AST_VKEINSTANDSWERT5;AST_VKEINSTANDSWERT5
AST_VKEINSTANDSWERT6;AST_VKEINSTANDSWERT6
AST_VKEINSTANDSWERT7;AST_VKEINSTANDSWERT7
AST_VKEINSTANDSWERT8;AST_VKEINSTANDSWERT8
AST_VKEINSTANDSWERT9;AST_VKEINSTANDSWERT9
AST_VKEINSTANDSWERT10;AST_VKEINSTANDSWERT10
AST_VKRABATT1;AST_VKRABATT1
AST_VKRABATT2;AST_VKRABATT2
AST_VKRABATT3;AST_VKRABATT3
AST_VKRABATT4;AST_VKRABATT4
AST_VKRABATT5;AST_VKRABATT5
AST_VKRABATT6;AST_VKRABATT6
AST_VKRABATT7;AST_VKRABATT7
AST_VKRABATT8;AST_VKRABATT8
AST_VKRABATT9;AST_VKRABATT9
AST_VKRABATT10;AST_VKRABATT10
AST_VKRABATT11;AST_VKRABATT11
AST_VKRABATT12;AST_VKRABATT12
AST_VKAUFSCHLAG1;AST_VKAUFSCHLAG1
AST_VKAUFSCHLAG2;AST_VKAUFSCHLAG2
AST_VKAUFSCHLAG3;AST_VKAUFSCHLAG3
AST_VKAUFSCHLAG4;AST_VKAUFSCHLAG4
AST_VKAUFSCHLAG5;AST_VKAUFSCHLAG5
AST_VKAUFSCHLAG6;AST_VKAUFSCHLAG6
AST_VKAUFSCHLAG7;AST_VKAUFSCHLAG7
AST_VKAUFSCHLAG8;AST_VKAUFSCHLAG8
AST_VKAUFSCHLAG9;AST_VKAUFSCHLAG9
AST_VKAUFSCHLAG10;AST_VKAUFSCHLAG10
AST_VKAUFSCHLAG11;AST_VKAUFSCHLAG11
AST_VKAUFSCHLAG12;AST_VKAUFSCHLAG12
AST_EINKAUFVERKAUFKZ;AST_EINKAUFVERKAUFKZ
AST_GRATISWERT1;AST_GRATISWERT1
AST_GRATISWERT2;AST_GRATISWERT2
AST_GRATISWERT3;AST_GRATISWERT3
AST_GRATISWERT4;AST_GRATISWERT4
AST_GRATISWERT5;AST_GRATISWERT5
AST_GRATISWERT6;AST_GRATISWERT6
AST_GRATISWERT7;AST_GRATISWERT7
AST_GRATISWERT8;AST_GRATISWERT8
AST_GRATISWERT9;AST_GRATISWERT9
AST_GRATISWERT10;AST_GRATISWERT10
AST_GRATISWERT11;AST_GRATISWERT11
AST_GRATISWERT12;AST_GRATISWERT12
AST_VKWERTPOSRAB1;AST_VKWERTPOSRAB1
AST_VKWERTPOSRAB2;AST_VKWERTPOSRAB2
AST_VKWERTPOSRAB3;AST_VKWERTPOSRAB3
AST_VKWERTPOSRAB4;AST_VKWERTPOSRAB4
AST_VKWERTPOSRAB5;AST_VKWERTPOSRAB5
AST_VKWERTPOSRAB6;AST_VKWERTPOSRAB6
AST_VKWERTPOSRAB7;AST_VKWERTPOSRAB7
AST_VKWERTPOSRAB8;AST_VKWERTPOSRAB8
AST_VKWERTPOSRAB9;AST_VKWERTPOSRAB9
AST_VKWERTPOSRAB10;AST_VKWERTPOSRAB10
AST_VKWERTPOSRAB11;AST_VKWERTPOSRAB11
AST_VKWERTPOSRAB12;AST_VKWERTPOSRAB12
AST_ARTIKELIDLFDNR;AST_ARTIKELIDLFDNR
AST_SETKZ;AST_SETKZ
AST_SET_ASTATISTIKID;AST_SET_ASTATISTIKID
AST_EINSTANDSWERT_SOLL1;AST_EINSTANDSWERT_SOLL1
AST_EINSTANDSWERT_SOLL2;AST_EINSTANDSWERT_SOLL2
AST_EINSTANDSWERT_SOLL3;AST_EINSTANDSWERT_SOLL3
AST_EINSTANDSWERT_SOLL4;AST_EINSTANDSWERT_SOLL4
AST_EINSTANDSWERT_SOLL5;AST_EINSTANDSWERT_SOLL5
AST_EINSTANDSWERT_SOLL6;AST_EINSTANDSWERT_SOLL6
AST_EINSTANDSWERT_SOLL7;AST_EINSTANDSWERT_SOLL7
AST_EINSTANDSWERT_SOLL8;AST_EINSTANDSWERT_SOLL8
AST_EINSTANDSWERT_SOLL9;AST_EINSTANDSWERT_SOLL9
AST_EINSTANDSWERT_SOLL10;AST_EINSTANDSWERT_SOLL10
AST_EINSTANDSWERT_SOLL11;AST_EINSTANDSWERT_SOLL11
AST_EINSTANDSWERT_SOLL12;AST_EINSTANDSWERT_SOLL12
AST_AKT_FIRMENNR;AST_AKT_FIRMENNR
AST_AKTIONSKZ;AST_AKTIONSKZ
AST_GEWICHT1;AST_GEWICHT1
AST_GEWICHT2;AST_GEWICHT2
AST_GEWICHT3;AST_GEWICHT3
AST_GEWICHT4;AST_GEWICHT4
AST_GEWICHT5;AST_GEWICHT5
AST_GEWICHT6;AST_GEWICHT6
AST_GEWICHT7;AST_GEWICHT7
AST_GEWICHT8;AST_GEWICHT8
AST_GEWICHT9;AST_GEWICHT9
AST_GEWICHT10;AST_GEWICHT10
AST_GEWICHT11;AST_GEWICHT11
AST_GEWICHT12;AST_GEWICHT12
AST_TARA1;AST_TARA1
AST_TARA2;AST_TARA2
AST_TARA3;AST_TARA3
AST_TARA4;AST_TARA4
AST_TARA5;AST_TARA5
AST_TARA6;AST_TARA6
AST_TARA7;AST_TARA7
AST_TARA8;AST_TARA8
AST_TARA9;AST_TARA9
AST_TARA10;AST_TARA10
AST_TARA11;AST_TARA11
AST_TARA12;AST_TARA12
AST_ABGABENWERT1;AST_ABGABENWERT1
AST_ABGABENWERT2;AST_ABGABENWERT2
AST_ABGABENWERT3;AST_ABGABENWERT3
AST_ABGABENWERT4;AST_ABGABENWERT4
AST_ABGABENWERT5;AST_ABGABENWERT5
AST_ABGABENWERT6;AST_ABGABENWERT6
AST_ABGABENWERT7;AST_ABGABENWERT7
AST_ABGABENWERT8;AST_ABGABENWERT8
AST_ABGABENWERT9;AST_ABGABENWERT9
AST_ABGABENWERT10;AST_ABGABENWERT10
AST_ABGABENWERT11;AST_ABGABENWERT11
AST_ABGABENWERT12;AST_ABGABENWERT12
AST_WKAWERT_EPDBREL1;AST_WKAWERT_EPDBREL1
AST_WKAWERT_EPDBREL2;AST_WKAWERT_EPDBREL2
AST_WKAWERT_EPDBREL3;AST_WKAWERT_EPDBREL3
AST_WKAWERT_EPDBREL4;AST_WKAWERT_EPDBREL4
AST_WKAWERT_EPDBREL5;AST_WKAWERT_EPDBREL5
AST_WKAWERT_EPDBREL6;AST_WKAWERT_EPDBREL6
AST_WKAWERT_EPDBREL7;AST_WKAWERT_EPDBREL7
AST_WKAWERT_EPDBREL8;AST_WKAWERT_EPDBREL8
AST_WKAWERT_EPDBREL9;AST_WKAWERT_EPDBREL9
AST_WKAWERT_EPDBREL10;AST_WKAWERT_EPDBREL10
AST_WKAWERT_EPDBREL11;AST_WKAWERT_EPDBREL11
AST_WKAWERT_EPDBREL12;AST_WKAWERT_EPDBREL12
AST_WKAWERT_VKDBREL1;AST_WKAWERT_VKDBREL1
AST_WKAWERT_VKDBREL2;AST_WKAWERT_VKDBREL2
AST_WKAWERT_VKDBREL3;AST_WKAWERT_VKDBREL3
AST_WKAWERT_VKDBREL4;AST_WKAWERT_VKDBREL4
AST_WKAWERT_VKDBREL5;AST_WKAWERT_VKDBREL5
AST_WKAWERT_VKDBREL6;AST_WKAWERT_VKDBREL6
AST_WKAWERT_VKDBREL7;AST_WKAWERT_VKDBREL7
AST_WKAWERT_VKDBREL8;AST_WKAWERT_VKDBREL8
AST_WKAWERT_VKDBREL9;AST_WKAWERT_VKDBREL9
AST_WKAWERT_VKDBREL10;AST_WKAWERT_VKDBREL10
AST_WKAWERT_VKDBREL11;AST_WKAWERT_VKDBREL11
AST_WKAWERT_VKDBREL12;AST_WKAWERT_VKDBREL12
AST_ABGABENWERTDBREL1;AST_ABGABENWERTDBREL1
AST_ABGABENWERTDBREL2;AST_ABGABENWERTDBREL2
AST_ABGABENWERTDBREL3;AST_ABGABENWERTDBREL3
AST_ABGABENWERTDBREL4;AST_ABGABENWERTDBREL4
AST_ABGABENWERTDBREL5;AST_ABGABENWERTDBREL5
AST_ABGABENWERTDBREL6;AST_ABGABENWERTDBREL6
AST_ABGABENWERTDBREL7;AST_ABGABENWERTDBREL7
AST_ABGABENWERTDBREL8;AST_ABGABENWERTDBREL8
AST_ABGABENWERTDBREL9;AST_ABGABENWERTDBREL9
AST_ABGABENWERTDBREL10;AST_ABGABENWERTDBREL10
AST_ABGABENWERTDBREL11;AST_ABGABENWERTDBREL11
AST_ABGABENWERTDBREL12;AST_ABGABENWERTDBREL12
AST_F_EINSTANDSWERT1;AST_F_EINSTANDSWERT1
AST_F_EINSTANDSWERT2;AST_F_EINSTANDSWERT2
AST_F_EINSTANDSWERT3;AST_F_EINSTANDSWERT3
AST_F_EINSTANDSWERT4;AST_F_EINSTANDSWERT4
AST_F_EINSTANDSWERT5;AST_F_EINSTANDSWERT5
AST_F_EINSTANDSWERT6;AST_F_EINSTANDSWERT6
AST_F_EINSTANDSWERT7;AST_F_EINSTANDSWERT7
AST_F_EINSTANDSWERT8;AST_F_EINSTANDSWERT8
AST_F_EINSTANDSWERT9;AST_F_EINSTANDSWERT9
AST_F_EINSTANDSWERT10;AST_F_EINSTANDSWERT10
AST_F_EINSTANDSWERT11;AST_F_EINSTANDSWERT11
AST_F_EINSTANDSWERT12;AST_F_EINSTANDSWERT12
AST_F_EINSTANDSWERT_SOLL1;AST_F_EINSTANDSWERT_SOLL1
AST_F_EINSTANDSWERT_SOLL2;AST_F_EINSTANDSWERT_SOLL2
AST_F_EINSTANDSWERT_SOLL3;AST_F_EINSTANDSWERT_SOLL3
AST_F_EINSTANDSWERT_SOLL4;AST_F_EINSTANDSWERT_SOLL4
AST_F_EINSTANDSWERT_SOLL5;AST_F_EINSTANDSWERT_SOLL5
AST_F_EINSTANDSWERT_SOLL6;AST_F_EINSTANDSWERT_SOLL6
AST_F_EINSTANDSWERT_SOLL7;AST_F_EINSTANDSWERT_SOLL7
AST_F_EINSTANDSWERT_SOLL8;AST_F_EINSTANDSWERT_SOLL8
AST_F_EINSTANDSWERT_SOLL9;AST_F_EINSTANDSWERT_SOLL9
AST_F_EINSTANDSWERT_SOLL10;AST_F_EINSTANDSWERT_SOLL10
AST_F_EINSTANDSWERT_SOLL11;AST_F_EINSTANDSWERT_SOLL11
AST_F_EINSTANDSWERT_SOLL12;AST_F_EINSTANDSWERT_SOLL12
ATA_FIRMENNR (PK);ATA_FIRMENNR
ATA_ARTIKELNR (PK);ATA_ARTIKELNR
ATA_WTB_TEXTART (PK);ATA_WTB_TEXTART
ATA_ARTIKELTEXTLFDNR (PK);ATA_ARTIKELTEXTLFDNR
ATA_LETZTERUSER;ATA_LETZTERUSER
ATA_WWSTEXTBNR;ATA_WWSTEXTBNR
ATA_ARTIKELTEXTGUELTIGAB;ATA_ARTIKELTEXTGUELTIGAB
ATA_AENDERUNGSDATUM;ATA_AENDERUNGSDATUM
ATA_ERSTELLDATUM;ATA_ERSTELLDATUM
ATA_ERSTELLUSER;ATA_ERSTELLUSER
AUL_FIRMENNR (PK);AUL_FIRMENNR
AUL_AULLFDNR (PK);AUL_AULLFDNR
AUL_VON_ARTIKELNR;AUL_VON_ARTIKELNR
AUL_AUF_ARTIKELNR;AUL_AUF_ARTIKELNR
AUL_VERARBEITUNGSCODE;AUL_VERARBEITUNGSCODE
AUL_UMSTELLUNGSDATUM;AUL_UMSTELLUNGSDATUM
AUL_UMSTELLUNGSUSER;AUL_UMSTELLUNGSUSER
AUL_AENDERUNGSDATUM;AUL_AENDERUNGSDATUM
AUL_ERSTELLDATUM;AUL_ERSTELLDATUM
AUL_ERSTELLUSER;AUL_ERSTELLUSER
AUL_LETZTERUSER;AUL_LETZTERUSER
AVE_VORERFID (PK);AVE_VORERFID
AVE_KURZBESCHR_FIRMENNR;AVE_KURZBESCHR_FIRMENNR
AVE_KURZBESCHR_WWSTEXTBNR;AVE_KURZBESCHR_WWSTEXTBNR
AVE_BESCHR_FIRMENNR;AVE_BESCHR_FIRMENNR
AVE_BESCHR_WWSTEXTBNR;AVE_BESCHR_WWSTEXTBNR
AVE_ARTIKELBEZ;AVE_ARTIKELBEZ
AVE_ERT_BESC_FIRMENNR;AVE_ERT_BESC_FIRMENNR
AVE_ERT_BESC_ERFASSTEXTNR;AVE_ERT_BESC_ERFASSTEXTNR
AVE_ERT_KBESC_FIRMENNR;AVE_ERT_KBESC_FIRMENNR
AVE_ERT_KBESC_ERFASSTEXTNR;AVE_ERT_KBESC_ERFASSTEXTNR
AVE_AUFTRAGKONTRKZ;AVE_AUFTRAGKONTRKZ
AVE_AUFTRAGKONTRSTATUS;AVE_AUFTRAGKONTRSTATUS
AVE_ERP_FIRMENNR;AVE_ERP_FIRMENNR
AVE_ERP_ERFASSUNGSKZ;AVE_ERP_ERFASSUNGSKZ
AVE_ERP_ERFASSUNGSNR;AVE_ERP_ERFASSUNGSNR
AVE_ERP_ERFASSPOSLFDNR;AVE_ERP_ERFASSPOSLFDNR
AVE_AUFTRAG_FIRMENNR;AVE_AUFTRAG_FIRMENNR
AVE_AUFTRAG_ERFASSUNGSKZ;AVE_AUFTRAG_ERFASSUNGSKZ
AVE_AUFTRAG_ERFASSUNGSNR;AVE_AUFTRAG_ERFASSUNGSNR
AVE_AUFTRAG_ERFASSPOSLFDN;AVE_AUFTRAG_ERFASSPOSLFDN
AVE_TOU_FIRMENNR;AVE_TOU_FIRMENNR
AVE_TOU_TOURNR;AVE_TOU_TOURNR
AVE_KUNDENBESTELLDATUM;AVE_KUNDENBESTELLDATUM
AVE_ISTGRATIS;AVE_ISTGRATIS
AVE_PREISPER;AVE_PREISPER
AVE_FIRMENNR;AVE_FIRMENNR
AVE_VORERFLFDNR;AVE_VORERFLFDNR
AVE_AUFTRAGGEB_FIRMENNR;AVE_AUFTRAGGEB_FIRMENNR
AVE_AUFTRAGGEB_KLID;AVE_AUFTRAGGEB_KLID
AVE_LIEFEREMPF_FIRMENNR;AVE_LIEFEREMPF_FIRMENNR
AVE_LIEFEREMPF_KLID;AVE_LIEFEREMPF_KLID
AVE_LIEFEREMPF_ADRESSLFDNR;AVE_LIEFEREMPF_ADRESSLFDNR
AVE_RECHEMPF_FIRMENNR;AVE_RECHEMPF_FIRMENNR
AVE_RECHEMPF_KLID;AVE_RECHEMPF_KLID
AVE_RECHEMPF_ADRESSLFDNR;AVE_RECHEMPF_ADRESSLFDNR
AVE_ARL_FIRMENNR;AVE_ARL_FIRMENNR
AVE_ARL_ARTIKELNR;AVE_ARL_ARTIKELNR
AVE_MENGE;AVE_MENGE
AVE_EIN_EINHEITKBEZ;AVE_EIN_EINHEITKBEZ
AVE_MENGENKZ;AVE_MENGENKZ
AVE_PREIS;AVE_PREIS
AVE_LIEFERTERMIN;AVE_LIEFERTERMIN
AVE_VORERFKZ;AVE_VORERFKZ
AVE_ERZ_FIRMENNR;AVE_ERZ_FIRMENNR
AVE_ERZ_ERFASSUNGSKZ;AVE_ERZ_ERFASSUNGSKZ
AVE_ZRT_ZAHLARTNR;AVE_ZRT_ZAHLARTNR
AVE_POSTITNR;AVE_POSTITNR
AVE_FREIFELDN1;AVE_FREIFELDN1
AVE_FREIFELDN2;AVE_FREIFELDN2
AVE_FREIFELDNK1;AVE_FREIFELDNK1
AVE_FREIFELDNK2;AVE_FREIFELDNK2
AVE_FREIFELDB1;AVE_FREIFELDB1
AVE_FREIFELDB2;AVE_FREIFELDB2
AVE_FREIFELDA1;AVE_FREIFELDA1
AVE_FREIFELDA2;AVE_FREIFELDA2
AVE_AENDERUNGSDATUM;AVE_AENDERUNGSDATUM
AVE_ERSTELLDATUM;AVE_ERSTELLDATUM
AVE_ERSTELLUSER;AVE_ERSTELLUSER
AVE_LETZTERUSER;AVE_LETZTERUSER
AVE_ARTIKELIDLFDNR;AVE_ARTIKELIDLFDNR
AVE_LAG_FIRMENNR;AVE_LAG_FIRMENNR
AVE_LAG_LAGERNR;AVE_LAG_LAGERNR
AVE_EINZELPREIS;AVE_EINZELPREIS
AVE_PREISBERECHKZ;AVE_PREISBERECHKZ
AVE_VKPR_EINHEITKBEZ;AVE_VKPR_EINHEITKBEZ
AVE_EINSTANDSPREIS;AVE_EINSTANDSPREIS
AVE_PREISPER_EP;AVE_PREISPER_EP
AVE_PRO_FIRMENNR;AVE_PRO_FIRMENNR
AVE_PROJEKTNR;AVE_PROJEKTNR
AVE_PROJEKTTYP;AVE_PROJEKTTYP
AVE_VON_LIEFERTERMIN;AVE_VON_LIEFERTERMIN
AVE_BIS_LIEFERTERMIN;AVE_BIS_LIEFERTERMIN
AVE_WKT_FIRMENNR;AVE_WKT_FIRMENNR
AVE_KONTENTABNR;AVE_KONTENTABNR
AVE_ERLOES_KONTONR;AVE_ERLOES_KONTONR
AVE_STEUERPROZENTSATZ;AVE_STEUERPROZENTSATZ
AVE_MITARBEITER_FIRMENNR;AVE_MITARBEITER_FIRMENNR
AVE_MITARBEITERID;AVE_MITARBEITERID
AVE_POSRABATT_PROZENT1;AVE_POSRABATT_PROZENT1
AVE_POSRABATT_BETRAG;AVE_POSRABATT_BETRAG
AVE_KOTR_KOSTENSTAMMNR;AVE_KOTR_KOSTENSTAMMNR
AVE_KOST_KOSTENSTAMMNR;AVE_KOST_KOSTENSTAMMNR
AVE_ABT_KOSTENSTAMMNR;AVE_ABT_KOSTENSTAMMNR
AVE_DIM_KOSTENSTAMMNR;AVE_DIM_KOSTENSTAMMNR
AVE_GBR_KOSTENSTAMMNR;AVE_GBR_KOSTENSTAMMNR
AVE_AUFTRKOPF_FREIFELDN1;AVE_AUFTRKOPF_FREIFELDN1
AVE_AUFTRKOPF_FREIFELDN2;AVE_AUFTRKOPF_FREIFELDN2
AVE_AUFTRKOPF_FREIFELDNK1;AVE_AUFTRKOPF_FREIFELDNK1
AVE_AUFTRKOPF_FREIFELDNK2;AVE_AUFTRKOPF_FREIFELDNK2
AVE_AUFTRKOPF_FREIFELDB1;AVE_AUFTRKOPF_FREIFELDB1
AVE_AUFTRKOPF_FREIFELDB2;AVE_AUFTRKOPF_FREIFELDB2
AVE_AUFTRKOPF_FREIFELDA1;AVE_AUFTRKOPF_FREIFELDA1
AVE_AUFTRKOPF_FREIFELDA2;AVE_AUFTRKOPF_FREIFELDA2
AVE_V1_FIRMENNR;AVE_V1_FIRMENNR
AVE_V1_MITARBEITERID;AVE_V1_MITARBEITERID
AVE_V2_FIRMENNR;AVE_V2_FIRMENNR
AVE_V2_MITARBEITERID;AVE_V2_MITARBEITERID
AVE_V3_FIRMENNR;AVE_V3_FIRMENNR
AVE_V3_MITARBEITERID;AVE_V3_MITARBEITERID
AVE_V4_FIRMENNR;AVE_V4_FIRMENNR
AVE_V4_MITARBEITERID;AVE_V4_MITARBEITERID
AVE_GRUND_ID;AVE_GRUND_ID
AVE_INFOTEXT;AVE_INFOTEXT
AVE_WAEHRUNGSCODE;AVE_WAEHRUNGSCODE
AVE_WAEHRUNGSKURS;AVE_WAEHRUNGSKURS
AVE_WAEHRUNGSKURSFAKTOR;AVE_WAEHRUNGSKURSFAKTOR
AVE_KONTAKT_FIRMENNR;AVE_KONTAKT_FIRMENNR
AVE_KONTAKT_PERSONENID;AVE_KONTAKT_PERSONENID
AVE_VKPREISFINDUNG;AVE_VKPREISFINDUNG
AVE_EINSTANDSPREISFINDUNG;AVE_EINSTANDSPREISFINDUNG
AVE_RABATTFINDUNG;AVE_RABATTFINDUNG
AVE_RECHNUNGSNR_MANUELL;AVE_RECHNUNGSNR_MANUELL
AVE_LEI_LEISTUNGLFDNR;AVE_LEI_LEISTUNGLFDNR
AVE_LEI_LIEFERSCHEINNR;AVE_LEI_LIEFERSCHEINNR
AVE_AUFTRGEB_ADRESSLFDNR;AVE_AUFTRGEB_ADRESSLFDNR
AVE_KUNDENBESTELLNR;AVE_KUNDENBESTELLNR
AVE_WAEHRUNGSKURSKZ;AVE_WAEHRUNGSKURSKZ
AVE_SCHLUSSRAB_PROZENT1;AVE_SCHLUSSRAB_PROZENT1
AVE_SCHLUSSRAB_BETRAG;AVE_SCHLUSSRAB_BETRAG
AVE_SAMMELNRTYP;AVE_SAMMELNRTYP
AVE_SAMMELNR;AVE_SAMMELNR
AVE_IHR_ZEICHEN;AVE_IHR_ZEICHEN
AVE_UNSER_ZEICHEN;AVE_UNSER_ZEICHEN
AVE_BEARB_FIRMENNR;AVE_BEARB_FIRMENNR
AVE_BEARB_MITARBEITERID;AVE_BEARB_MITARBEITERID
AVE_KOPF_ERFASSTEXTNR;AVE_KOPF_ERFASSTEXTNR
AVE_FUSS_ERFASSTEXTNR;AVE_FUSS_ERFASSTEXTNR
AVE_ERP_VOR_ERFASSTEXTNR;AVE_ERP_VOR_ERFASSTEXTNR
AVE_ERP_NACH_ERFASSTEXTNR;AVE_ERP_NACH_ERFASSTEXTNR
AVE_LEISTUNGSZEITRAUM_VON;AVE_LEISTUNGSZEITRAUM_VON
AVE_LEISTUNGSZEITRAUM_BIS;AVE_LEISTUNGSZEITRAUM_BIS
AVE_ZRECHEMPF_FIRMENNR;AVE_ZRECHEMPF_FIRMENNR
AVE_ZRECHEMPF_KLID;AVE_ZRECHEMPF_KLID
AVE_ZRECHEMPF_ADRESSLFDNR;AVE_ZRECHEMPF_ADRESSLFDNR
AVE_EKZ_FIRMENNR;AVE_EKZ_FIRMENNR
AVE_EKZ_ERLOESAUFWANDKZ;AVE_EKZ_ERLOESAUFWANDKZ
AVE_RAHMENAUFTRAGKZ;AVE_RAHMENAUFTRAGKZ
AVE_ERFASSUNGSDATUM;AVE_ERFASSUNGSDATUM
AVE_AUFTRKOPF_FREIFELDA6_5;AVE_AUFTRKOPF_FREIFELDA6_5
AVE_AUFTRKOPF_FREIFELDNK3;AVE_AUFTRKOPF_FREIFELDNK3
AVE_AUFTRKOPF_FREIFELDNK4;AVE_AUFTRKOPF_FREIFELDNK4
AVE_AUFTRKOPF_FREIFELD8;AVE_AUFTRKOPF_FREIFELD8
AVE_AUFTRKOPF_FREIFELD9;AVE_AUFTRKOPF_FREIFELD9
AVE_AUFTRKOPF_FREIFELD10;AVE_AUFTRKOPF_FREIFELD10
AVE_AUFTRKOPF_FREIFELD11;AVE_AUFTRKOPF_FREIFELD11
AVE_AUFTRKOPF_FREIFELD6;AVE_AUFTRKOPF_FREIFELD6
AVE_SCHLUSSRAB_PROZENT2;AVE_SCHLUSSRAB_PROZENT2
AVE_SCHLUSSRAB_PROZENT3;AVE_SCHLUSSRAB_PROZENT3
AVE_SCHLUSSRAB_PROZENT4;AVE_SCHLUSSRAB_PROZENT4
AVE_SCHLUSSRAB_PROZBERART;AVE_SCHLUSSRAB_PROZBERART
AVE_SCHLUSSRAB_BETRBERART;AVE_SCHLUSSRAB_BETRBERART
AVE_ISTOPTIONSPOS;AVE_ISTOPTIONSPOS
AVE_FREIFELDNK3;AVE_FREIFELDNK3
AVE_FREIFELDNK4;AVE_FREIFELDNK4
AVE_FREIFELDA3;AVE_FREIFELDA3
AVE_FREIFELDA4;AVE_FREIFELDA4
AVE_POSRABATT_PROZENT2;AVE_POSRABATT_PROZENT2
AVE_POSRABATT_PROZENT3;AVE_POSRABATT_PROZENT3
AVE_POSRABATT_PROZENT4;AVE_POSRABATT_PROZENT4
AVE_POSRABATT_PROZBERART;AVE_POSRABATT_PROZBERART
AVE_POSRABATT_BETRBERART;AVE_POSRABATT_BETRBERART
AVE_POSRABATT_GRATISMENGE;AVE_POSRABATT_GRATISMENGE
AVE_ABRECHNUNGSMODELL_WHF;AVE_ABRECHNUNGSMODELL_WHF
AVE_ERFGRP_EBENE1;AVE_ERFGRP_EBENE1
AVE_ERFGRP_ET_FIRMENNR;AVE_ERFGRP_ET_FIRMENNR
AVE_ERFGRP_ERFASSTEXTNR;AVE_ERFGRP_ERFASSTEXTNR
AVE_ERFGRP_ISTOPTIONSGRP;AVE_ERFGRP_ISTOPTIONSGRP
AVE_VORERFERFASSUNGSNR;AVE_VORERFERFASSUNGSNR
AVE_VORERFPOSITIONSNR;AVE_VORERFPOSITIONSNR
AVE_AUFTRKOPF_FREIFELD12;AVE_AUFTRKOPF_FREIFELD12
AVE_FERTIGKZ;AVE_FERTIGKZ
AVE_REFERP_FIRMENNR;AVE_REFERP_FIRMENNR
AVE_REFERP_ERFASSUNGSKZ;AVE_REFERP_ERFASSUNGSKZ
AVE_REFERP_ERFASSUNGSNR;AVE_REFERP_ERFASSUNGSNR
AVE_REFERP_ERFASSPOSLFDNR;AVE_REFERP_ERFASSPOSLFDNR
AVE_VORERFGRUPPENID;AVE_VORERFGRUPPENID
AVE_LAP_LAGERPLATZ;AVE_LAP_LAGERPLATZ
AVE_VERRECHNUNGSPOS;AVE_VERRECHNUNGSPOS
AVE_KOPF_PRO_FIRMENNR;AVE_KOPF_PRO_FIRMENNR
AVE_KOPF_PRO_PROJEKTNR;AVE_KOPF_PRO_PROJEKTNR
AVE_KOPF_PRO_PROJEKTTYP;AVE_KOPF_PRO_PROJEKTTYP
AVE_FILIALNR;AVE_FILIALNR
AVE_ZIELLAGER_FIRMENNR;AVE_ZIELLAGER_FIRMENNR
AVE_ZIELLAGER_LAGERNR;AVE_ZIELLAGER_LAGERNR
AVE_ZIELLAGER_LAGERPLATZ;AVE_ZIELLAGER_LAGERPLATZ
AVE_LT_UHRZEIT_VON;AVE_LT_UHRZEIT_VON
AVE_LT_UHRZEIT_BIS;AVE_LT_UHRZEIT_BIS
AVE_VPIERH_DATUM;AVE_VPIERH_DATUM
AVE_VPIERH_ABDATUM;AVE_VPIERH_ABDATUM
AVE_FREIFELD3;AVE_FREIFELD3
AVE_FREIFELD4;AVE_FREIFELD4
AVE_FREIFELD6;AVE_FREIFELD6
AVE_FREIFELD7;AVE_FREIFELD7
AVE_FREIFELD8;AVE_FREIFELD8
AVE_ZAHLKONDNR;AVE_ZAHLKONDNR
AVE_MITBRUTTOPREISE;AVE_MITBRUTTOPREISE
AVE_TEILRECHNUNGSANZAHL;AVE_TEILRECHNUNGSANZAHL
AVE_SNR_SERNRID;AVE_SNR_SERNRID
AVE_VER_VERSANDARTNR;AVE_VER_VERSANDARTNR
AVE_CHG_CHARGEIDNR;AVE_CHG_CHARGEIDNR
AVE_KUMULIERUNGSID;AVE_KUMULIERUNGSID
AVE_ISTSTUECKLISTENPOS;AVE_ISTSTUECKLISTENPOS
AVE_FREIFELD11;AVE_FREIFELD11
AVE_FREIFELD12;AVE_FREIFELD12
AVE_AUFTRAG_ERO_ORIGLFDNR;AVE_AUFTRAG_ERO_ORIGLFDNR
AVE_EMAIL_ERFASSTEXTNR;AVE_EMAIL_ERFASSTEXTNR
AVE_SPEDITION_FIRMENNR;AVE_SPEDITION_FIRMENNR
AVE_SPEDITION_PERSONENID;AVE_SPEDITION_PERSONENID
AVE_AUFTRKOPF_FREIFELDB3;AVE_AUFTRKOPF_FREIFELDB3
AVE_AUFTRKOPF_FREIFELDB4;AVE_AUFTRKOPF_FREIFELDB4
AVE_AUFTRKOPF_FREIFELD3;AVE_AUFTRKOPF_FREIFELD3
AVE_AUFTRKOPF_FREIFELD4;AVE_AUFTRKOPF_FREIFELD4
AVE_AUFTRKOPF_FREIFELD5;AVE_AUFTRKOPF_FREIFELD5
AVE_AUFTRKOPF_FREIFELD7;AVE_AUFTRKOPF_FREIFELD7
AVE_AUFTRKOPF_FREIFELDA3;AVE_AUFTRKOPF_FREIFELDA3
AVE_AUFTRKOPF_FREIFELDA4;AVE_AUFTRKOPF_FREIFELDA4
AVE_AUFTRKOPF_FREIFELDA5_255;AVE_AUFTRKOPF_FREIFELDA5_255
AVE_AUFTRKOPF_FREIFELDA7_80;AVE_AUFTRKOPF_FREIFELDA7_80
